iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
2110	1.83	-1688.109	-2.945	-1685.165	0.32	0.888	6.745	0.435
2120	1.839	-1693.367	-3.76	-1689.607	0.32	0.974	9.937	0.433
2130	1.847	-1690.33	-3.568	-1686.762	0.32	0.938	9.483	0.44
2140	1.856	-1687.425	-3.382	-1684.043	0.32	0.917	8.789	0.459
2150	1.864	-1687.189	-3.426	-1683.764	0.32	0.93	8.926	0.472
2160	1.873	-1687.189	-3.426	-1683.764	0.32	0.93	8.926	0.472
2170	1.882	-1687.189	-3.426	-1683.764	0.32	0.93	8.926	0.472
2180	1.89	-1687.189	-3.426	-1683.764	0.32	0.93	8.926	0.472
2190	1.899	-1687.77	-3.273	-1684.497	0.32	0.925	8.226	0.443
2200	1.907	-1687.52	-3.411	-1684.108	0.32	0.91	8.966	0.477
2210	1.916	-1687.52	-3.411	-1684.108	0.32	0.91	8.966	0.477
2220	1.924	-1687.037	-3.283	-1683.754	0.32	0.917	8.34	0.467
2230	1.933	-1688.134	-3.388	-1684.746	0.32	0.893	8.929	0.476
2240	1.942	-1688.279	-3.195	-1685.084	0.32	0.884	8.061	0.462
2250	1.95	-1686.533	-2.625	-1683.907	0.32	0.939	4.016	0.395
2260	1.959	-1686.533	-2.625	-1683.907	0.32	0.939	4.016	0.395
2270	1.967	-1686.585	-2.843	-1683.742	0.32	0.946	5.757	0.429
2280	1.976	-1686.934	-2.591	-1684.343	0.32	0.917	3.948	0.395
2290	1.985	-1686.502	-2.736	-1683.766	0.32	0.924	5.223	0.412
2300	1.993	-1686.502	-2.736	-1683.766	0.32	0.924	5.223	0.412
2310	2.002	-1686.526	-2.691	-1683.835	0.32	0.941	4.64	0.398
2320	2.011	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
2330	2.019	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
2340	2.028	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
2350	2.037	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
